Newspaper Title,Issue Date,Page Number,City,State,PDF Link,prim_long_dec,prim_lat_dec
The Wenatchee Daily World,08-27-1908,1,Wenatchee,Washington,https://tile.loc.gov/storage-services/service/ndnp/wa/batch_wa_green_ver01/data/sn86072041/00237286492/1908082701/0205.pdf,-120.1693899,47.3811246
The Marble Times And Crystal Silver Lance,01-25-1901,1,Marble,Colorado,https://tile.loc.gov/storage-services/service/ndnp/cohi/batch_cohi_baldwin_ver01/data/sn86063235/00414214368/1901012501/0077.pdf,-107.190749,39.0716645
The State Rights Democrat,05-06-1898,1,Albany,Oregon,https://tile.loc.gov/storage-services/service/ndnp/oru/batch_oru_mazama_ver01/data/sn84022644/0029586834A/1898050601/0698.pdf,-123.094064,44.6050543
Hilo Tribune,02-06-1906,1,Hilo,Hawaii,https://tile.loc.gov/storage-services/service/ndnp/hihouml/batch_hihouml_moon_ver01/data/sn82016339/0023728995A/1906020601/0036.pdf,-155.3333333,19.8666667
The Holt County Sentinel,10-30-1903,2,Oregon,Missouri,https://tile.loc.gov/storage-services/service/ndnp/mohi/batch_mohi_ansel_ver01/data/sn90061417/00200292704/1903103001/1013.pdf,-91.4032901,36.6867045
Custer County Republican,01-20-1910,2,Broken Bow,Nebraska,https://tile.loc.gov/storage-services/service/ndnp/nbu/batch_nbu_gering_ver01/data/sn94055463/00206538545/1910012001/0714.pdf,-99.6408693,41.4050799
Richmond Daily Palladium,01-22-1902,6,Richmond,Indiana,https://tile.loc.gov/storage-services/service/ndnp/in/batch_in_johnwooden_ver01/data/sn84038016/00271744559/1902012201/0255.pdf,-84.8904528,39.8317713
The Olneyville Times,11-08-1907,6,Providence,Rhode Island,https://tile.loc.gov/storage-services/service/ndnp/rp/batch_rp_carrioncrawler_ver02/data/sn92064044/00514153097/1907110801/0775.pdf,-71.4574684,41.8616055
Scott County Kicker,05-30-1914,2,Benton,Missouri,https://tile.loc.gov/storage-services/service/ndnp/mohi/batch_mohi_dorothea_ver01/data/sn89066234/00200292844/1914053001/0685.pdf,-91.7651669,39.1344837
Illinois Staats-Zeitung,12-14-1898,2,Chicago,Illinois,https://tile.loc.gov/storage-services/service/ndnp/iune/batch_iune_jasper_ver01/data/sn85033492/00514155586/1898121401/0590.pdf,-87.6851202,41.837107
The Leader,03-06-1901,3,Brookhaven,Mississippi,https://tile.loc.gov/storage-services/service/ndnp/msar/batch_msar_agate_ver01/data/sn86074063/00383343628/1901030601/0584.pdf,-90.4432357,31.5803553
The Advocate,09-26-1907,1,Charleston,West Virginia,https://tile.loc.gov/storage-services/service/ndnp/wvu/batch_wvu_lincoln_ver01/data/sn85059812/00279550237/1907092601/0265.pdf,-81.632156,38.3483995
Morgan County Republican,12-26-1907,4,Versailles,Missouri,https://tile.loc.gov/storage-services/service/ndnp/mohi/batch_mohi_eadweard_ver01/data/sn90061783/00200292157/1907122601/0151.pdf,-92.8452686,38.433299
Vernon County Censor,01-21-1914,4,Viroqua,Wisconsin,https://tile.loc.gov/storage-services/service/ndnp/whi/batch_whi_doxy_ver01/data/sn85040451/00414214605/1914012101/0452.pdf,-90.8859035,43.5602859
The Baraboo News,05-08-1907,2,Baraboo,Wisconsin,https://tile.loc.gov/storage-services/service/ndnp/whi/batch_whi_lethifold_ver01/data/sn86086067/00414214708/1907050801/0044.pdf,-89.7375767,43.4694905
Virginia Free Press,09-28-1911,2,Charles Town,West Virginia,https://tile.loc.gov/storage-services/service/ndnp/wvu/batch_wvu_goalby_ver01/data/sn84026784/00514157352/1911092801/0176.pdf,-77.8597175,39.2889903
Mountain Home Republican,04-30-1921,5,Mountain Home,Idaho,https://tile.loc.gov/storage-services/service/ndnp/idhi/batch_idhi_fraser_ver01/data/sn86091059/00415666421/1921043001/0534.pdf,-115.7832115,43.2213811
Shenandoah Herald,10-05-1917,1,Woodstock,Virginia,https://tile.loc.gov/storage-services/service/ndnp/vi/batch_vi_jennet_ver02/data/sn85026941/00393348471/1917100501/0569.pdf,-78.5160027,38.8750304
Lexington Gazette,02-24-1904,4,Lexington,Virginia,https://tile.loc.gov/storage-services/service/ndnp/vi/batch_vi_franck_ver01/data/sn84024716/00175032654/1904022401/0038.pdf,-79.4438938,37.7825306
Park County Herald,09-24-1924,3,Cody,Wyoming,https://tile.loc.gov/storage-services/service/ndnp/wyu/batch_wyu_etna_ver03/data/sn92066928/00514150266/1924092401/0227.pdf,-109.5553266,44.5532247
The Globe-Republican,08-01-1895,2,Dodge City,Kansas,https://tile.loc.gov/storage-services/service/ndnp/khi/batch_khi_cessna_ver01/data/sn84029853/00237283041/1895080101/0482.pdf,-92.9684943,33.019584
The Pioneer Express,08-20-1920,3,Pembina,North Dakota,https://tile.loc.gov/storage-services/service/ndnp/ndhi/batch_ndhi_bowbells_ver01/data/sn88076741/00295863675/1920082001/0711.pdf,-97.5518181,48.7674846
Tombstone Daily Prospector,08-23-1890,4,Tombstone,Arizona,https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_dragonfly_ver01/data/sn95060902/00211107157/1890082301/0176.pdf,-110.0798,31.7234037
The Organized Farmer,09-26-1930,1,Red Wing,Minnesota,https://tile.loc.gov/storage-services/service/ndnp/mnhi/batch_mnhi_katherine_ver01/data/sn89064422/00542865556/1930092601/0556.pdf,-92.6036728,44.58164
The New Era,05-05-1910,3,Walden,Colorado,https://tile.loc.gov/storage-services/service/ndnp/cohi/batch_cohi_halfway_ver01/data/sn91052444/00383341577/1910050501/0033.pdf,-106.3427947,40.6664327
Western News-Democrat,12-15-1898,1,Valentine,Nebraska,https://tile.loc.gov/storage-services/service/ndnp/nbu/batch_nbu_fairbury_ver01/data/sn95069779/00206538983/1898121501/0064.pdf,-100.5239225,42.8459915
The Van Buren Press,07-29-1899,1,Van Buren,Arkansas,https://tile.loc.gov/storage-services/service/ndnp/arhi/batch_arhi_fullmoon_ver01/data/sn84022991/00513688192/1899072901/0773.pdf,-94.3073535,35.4280862
The La Jara Chronicle,03-10-1905,2,La Jara,Colorado,https://tile.loc.gov/storage-services/service/ndnp/cohi/batch_cohi_finntown_ver01/data/sn90051015/00340585616/1905031001/0082.pdf,-105.9274639,37.2890171
Decorah-Posten Og Ved Arnen,03-07-1924,8,Decorah,Iowa,https://tile.loc.gov/storage-services/service/ndnp/iahi/batch_iahi_latios_ver01/data/sn83045473/00340584788/1924030701/0873.pdf,-91.7835708,43.298651
The New Haven Union,09-18-1911,5,New Haven,Connecticut,https://tile.loc.gov/storage-services/service/ndnp/ct/batch_ct_indeed_ver02/data/sn92051126/00517174245/1911091801/1262.pdf,-72.8998568,41.3488232
The Evening Tribune,05-09-1899,7,Pawtucket,Rhode Island,https://tile.loc.gov/storage-services/service/ndnp/rp/batch_rp_elderbrain_ver03/data/sn92064073/00514153310/1899050901/0448.pdf,-71.3743134,41.8744108
The Carlsbad Current,07-30-1920,15,Carlsbad,New Mexico,https://tile.loc.gov/storage-services/service/ndnp/nmu/batch_nmu_juniper_ver02/data/sn93061428/00280774315/1920073001/0304.pdf,-104.4350913,32.3212694
The Daily Bulletin,10-09-1893,1,Honolulu,Hawaii,https://tile.loc.gov/storage-services/service/ndnp/hihouml/batch_hihouml_gold_ver01/data/sn82016412/00294552194/1893100901/0506.pdf,-154.89,19.5541667
The Black Hills Union,10-13-1899,2,Rapid City,South Dakota,https://tile.loc.gov/storage-services/service/ndnp/sdhi/batch_sdhi_jayhawk_ver01/data/sn97065832/00415624839/1899101301/1021.pdf,-103.2310149,44.0805434
Belington Progressive,11-04-1926,7,Belington,West Virginia,https://tile.loc.gov/storage-services/service/ndnp/wvu/batch_wvu_kite_ver01/data/sn86092333/00514157753/1926110401/0808.pdf,-79.9383289,39.0219641
The Sun,01-28-1916,4,Price,Utah,https://tile.loc.gov/storage-services/service/ndnp/uuml/batch_uuml_fignon_ver01/data/sn86091025/00280765648/1916012801/1449.pdf,-113.5713987,37.0396943
Estancia News-Herald,12-13-1917,2,Estancia,New Mexico,https://tile.loc.gov/storage-services/service/ndnp/nmu/batch_nmu_hare_ver01/data/sn94057017/00296025598/1917121301/0516.pdf,-105.9962787,34.8129382
Pinedale Roundup,05-28-1914,3,Pinedale,Wyoming,https://tile.loc.gov/storage-services/service/ndnp/wyu/batch_wyu_dryad_ver01/data/sn92067170/00516998726/1914052801/0127.pdf,-110.0412991,43.0562207
The Washburn Times,01-02-1901,6,Washburn,Wisconsin,https://tile.loc.gov/storage-services/service/ndnp/whi/batch_whi_doxy_ver01/data/sn85040437/00414214642/1901010201/0522.pdf,-91.7912346,45.8991792
The Alaskan,10-31-1930,1,Petersburg,Alaska,https://tile.loc.gov/storage-services/service/ndnp/ak/batch_ak_eagle_ver01/data/sn94050088/00514154521/1930103101/0221.pdf,-133.0005556,56.5005556
The Morris County Chronicle,07-14-1914,8,Morristown,New Jersey,https://tile.loc.gov/storage-services/service/ndnp/njr/batch_njr_gandolfini_ver01/data/sn85035816/00332896702/1914071401/0637.pdf,-74.4815438,40.7967667
Cavalier County Farmers Press,02-10-1921,2,Langdon,North Dakota,https://tile.loc.gov/storage-services/service/ndnp/ndhi/batch_ndhi_fluorine_ver01/data/sn88076433/00271740827/1921021001/0355.pdf,-98.3747104,48.7623719
The Monitor-Register,10-29-1925,1,Woodstown,New Jersey,https://tile.loc.gov/storage-services/service/ndnp/njr/batch_njr_harveycedars_ver02/data/sn85035776/00513685701/1925102901/1110.pdf,-75.3282454,39.6515027
Narragansett Herald,03-26-1892,7,Narragansett Pier,Rhode Island,https://tile.loc.gov/storage-services/service/ndnp/rp/batch_rp_fleshgolem_ver02/data/sn92063989/00514153590/1892032601/0056.pdf,,
The Athena Press,06-10-1910,5,Athena,Oregon,https://tile.loc.gov/storage-services/service/ndnp/oru/batch_oru_reed_ver02/data/sn96088356/00295868582/1910061001/0448.pdf,-118.5703784,45.88131
Carroll County Democrat,12-19-1913,2,Huntingdon,Tennessee,https://tile.loc.gov/storage-services/service/ndnp/tu/batch_tu_fred_ver01/data/sn89058115/00415621772/1913121901/0746.pdf,-88.4180228,36.0052355
The Morning Times,11-23-1895,7,Washington,District Of Columbia,https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_dutch_ver02/data/sn84024442/211103140/1895112301/0718.pdf,-77.0163653,38.9001118
Spirit Of Jefferson,04-28-1896,4,Charles Town,West Virginia,https://tile.loc.gov/storage-services/service/ndnp/wvu/batch_wvu_iceland_ver01/data/sn84026788/00202192427/1896042801/0283.pdf,-77.8597175,39.2889903
The Rawlins Republican,03-14-1895,2,Rawlins,Wyoming,https://tile.loc.gov/storage-services/service/ndnp/wyu/batch_wyu_hartville_ver01/data/sn90051455/00514150527/1895031401/0248.pdf,-107.3810109,41.6994948
The Silver Blade,07-14-1900,4,Rathdrum,Idaho,https://tile.loc.gov/storage-services/service/ndnp/idhi/batch_idhi_evanovich_ver01/data/sn88056092/00415666470/1900071401/0725.pdf,-116.9558251,47.7645046
Sioux County Pioneer,11-02-1922,7,Fort Yates,North Dakota,https://tile.loc.gov/storage-services/service/ndnp/ndhi/batch_ndhi_beryllium_ver01/data/sn88076639/00199918229/1922110201/0358.pdf,-100.630078,46.0865941
The Weekly Register,09-11-1895,2,Point Pleasant,West Virginia,https://tile.loc.gov/storage-services/service/ndnp/wvu/batch_wvu_jordan_ver03/data/sn84026817/00202192233/1895091101/0547.pdf,-82.1302602,38.8529841
The Kinsley Graphic,12-16-1898,2,Kinsley,Kansas,https://tile.loc.gov/storage-services/service/ndnp/khi/batch_khi_douglas_ver01/data/sn84029671/00212473303/1898121601/0115.pdf,-99.4063072,37.9468047
Grand Forks Daily Herald,01-02-1915,2,Grand Forks,North Dakota,https://tile.loc.gov/storage-services/service/ndnp/ndhi/batch_ndhi_frontier_ver01/data/sn89074405/00295863213/1915010201/0020.pdf,-97.4569239,47.9219152
Highland Recorder,06-15-1906,1,Monterey,Virginia,https://tile.loc.gov/storage-services/service/ndnp/vi/batch_vi_aerosmith_ver01/data/sn95079246/00175047104/1906061501/0299.pdf,-79.6005834,38.3554958
Minneapolis Tidende,03-20-1919,5,Minneapolis,Minnesota,https://tile.loc.gov/storage-services/service/ndnp/mnhi/batch_mnhi_izar_ver01/data/sn83045534/00199918825/1919032001/0139.pdf,-93.2677982,44.9634959
Spirit Of The Age,01-20-1900,4,Woodstock,Vermont,https://tile.loc.gov/storage-services/service/ndnp/vtu/batch_vtu_killington_ver02/data/sn84023296/0020029614A/1900012001/0903.pdf,-72.5524541,43.5973092
The French Broad Hustler,04-05-1906,6,Hendersonville,North Carolina,https://tile.loc.gov/storage-services/service/ndnp/ncu/batch_ncu_fisher_ver01/data/sn91068158/00296024053/1906040501/0164.pdf,-82.4812944,35.3125705
Asheville Daily Citizen,01-02-1893,1,Asheville,North Carolina,https://tile.loc.gov/storage-services/service/ndnp/ncu/batch_ncu_cane_ver01/data/sn91068076/00296022913/1893010201/0006.pdf,-82.5161442,35.6350594
Virginian-Pilot,09-02-1900,2,Norfolk,Virginia,https://tile.loc.gov/storage-services/service/ndnp/vi/batch_vi_hazel_ver01/data/sn86071779/00175031467/1900090201/0120.pdf,-76.2729952,36.7940371
The Coalville Times,12-16-1910,4,Coalville,Utah,https://tile.loc.gov/storage-services/service/ndnp/uuml/batch_uuml_kirilenko_ver01/data/sn85058217/206534904/1910121601/0584.pdf,-111.238425,40.9638504
The Indicator,12-10-1904,3,Pueblo,Colorado,https://tile.loc.gov/storage-services/service/ndnp/cohi/batch_cohi_aberdeen_ver01/data/sn90051889/00414214216/1904121001/0514.pdf,-104.5128456,38.1734202
Shepherdstown Register,10-09-1902,2,Shepherdstown,West Virginia,https://tile.loc.gov/storage-services/service/ndnp/wvu/batch_wvu_bones_ver01/data/sn84026824/00271767882/1902100901/0576.pdf,-77.804161,39.4300996
Tazewell Republican,12-05-1901,1,Tazewell,Virginia,https://tile.loc.gov/storage-services/service/ndnp/vi/batch_vi_zztop_ver01/data/sn95079154/00175032708/1901120501/0399.pdf,-81.5605967,37.124978
Charlevoix County Herald,12-10-1910,2,East Jordan,Michigan,https://tile.loc.gov/storage-services/service/ndnp/mimtptc/batch_mimtptc_hancock_ver02/data/sn96076839/00296023905/1910121001/0469.pdf,-85.1300356,45.1546645
The Sun And The New York Herald,07-03-1920,4,New York,New York,https://tile.loc.gov/storage-services/service/ndnp/nn/batch_nn_quarterman_ver03/data/sn83030273/00212474551/1920070301/0206.pdf,-73.9700088,40.7740183
The Union Times,01-05-1900,2,Union,South Carolina,https://tile.loc.gov/storage-services/service/ndnp/scu/batch_scu_flopeye_ver01/data/sn93067853/0029586140A/1900010501/0098.pdf,-81.6190873,34.6895381
Semi-Weekly Independent,02-22-1896,7,Plymouth,Indiana,https://tile.loc.gov/storage-services/service/ndnp/in/batch_in_fairmount_ver02/data/sn87056250/00202191320/1896022201/0129.pdf,-86.3186503,41.3482843
Marshall County Independent,12-16-1898,2,Plymouth,Indiana,https://tile.loc.gov/storage-services/service/ndnp/in/batch_in_chacha_ver03/data/sn87056251/00200295687/1898121601/0013.pdf,-86.3186503,41.3482843
The Hope Pioneer,10-26-1922,11,Hope,North Dakota,https://tile.loc.gov/storage-services/service/ndnp/ndhi/batch_ndhi_argon_ver01/data/sn87096037/00271740864/1922102601/0668.pdf,-97.7192031,47.3243772
Delaware Gazette And State Journal,12-05-1901,6,Wilmington,Delaware,https://tile.loc.gov/storage-services/service/ndnp/deu/batch_deu_horcrux_ver01/data/sn88053046/00271741856/1901120501/0420.pdf,-75.5829806,39.6834461
The Coeur D'Alene Press,10-26-1895,3,Coeur D'Alene,Idaho,https://tile.loc.gov/storage-services/service/ndnp/idhi/batch_idhi_bronte_ver01/data/sn88056095/00295869513/1895102601/0788.pdf,-116.8271608,47.303918
Griggs Courier,09-27-1895,5,Cooperstown,North Dakota,https://tile.loc.gov/storage-services/service/ndnp/ndhi/batch_ndhi_dysprosium_ver01/data/sn88076998/00199918151/1895092701/1173.pdf,-98.1239843,47.4444384
Watertown Weekly Leader,10-12-1906,6,Watertown,Wisconsin,https://tile.loc.gov/storage-services/service/ndnp/whi/batch_whi_elizabeth_ver01/data/sn85040724/00271769519/1906101201/0214.pdf,-88.7289918,43.1947212
The News-Democrat,08-21-1908,1,Providence,Rhode Island,https://tile.loc.gov/storage-services/service/ndnp/rp/batch_rp_crawlingclaw_ver03/data/sn91070633/00514153851/1908082101/0354.pdf,-71.4574684,41.8616055
The Bottineau Courant,07-18-1901,9,Bottineau,North Dakota,https://tile.loc.gov/storage-services/service/ndnp/ndhi/batch_ndhi_krypton_ver01/data/sn88076086/00199918400/1901071801/0242.pdf,-100.8333319,48.7922155
The Daily Palladium,05-10-1904,7,Richmond,Indiana,https://tile.loc.gov/storage-services/service/ndnp/in/batch_in_johnwooden_ver01/data/sn86058251/00271744572/1904051001/0168.pdf,-84.8904528,39.8317713
The Labor Argus,12-07-1911,8,Charleston,West Virginia,https://tile.loc.gov/storage-services/service/ndnp/wvu/batch_wvu_brubeck_ver02/data/sn85059855/00415660005/1911120701/1335.pdf,-81.632156,38.3483995
The Plymouth Tribune,05-19-1910,8,Plymouth,Indiana,https://tile.loc.gov/storage-services/service/ndnp/in/batch_in_dillinger_ver02/data/sn87056244/00200295869/1910051901/0489.pdf,-86.3186503,41.3482843
The Lambertville Record,12-23-1891,1,Lambertville,New Jersey,https://tile.loc.gov/storage-services/service/ndnp/njr/batch_njr_asburypark_ver01/data/sn84026089/00514155896/1891122301/1048.pdf,-74.9430974,40.3687487
The Penn'S Grove Record,10-15-1915,6,Penns Grove,New Jersey,https://tile.loc.gov/storage-services/service/ndnp/njr/batch_njr_irene_ver02/data/sn85035524/0033289688A/1915101501/0409.pdf,-75.4690348,39.727704
The Atlanta Constitution,08-24-1903,10,Atlanta,Georgia,https://tile.loc.gov/storage-services/service/ndnp/gu/batch_gu_graco_ver01/data/sn89053706/0039334457A/1903082401/0302.pdf,-84.4147989,33.7905093
The Monticellonian,10-18-1895,4,Monticello,Arkansas,https://tile.loc.gov/storage-services/service/ndnp/arhi/batch_arhi_elvis_ver01/data/sn84022980/00393342961/1895101801/0230.pdf,-91.7931972,33.6252201
White Oaks Eagle,04-16-1896,3,White Oaks,New Mexico,https://tile.loc.gov/storage-services/service/ndnp/nmu/batch_nmu_diamondback_ver02/data/sn87090065/00296024946/1896041601/0974.pdf,,
New York Journal And Advertiser,10-06-1898,9,New York,New York,https://tile.loc.gov/storage-services/service/sgp/sgpbatches/batch_dlc_chrystie_ver02/data/sn83030180/print2462/1898100601/0119.pdf,-73.9700088,40.7740183
Manchester Democrat,08-09-1911,7,Manchester,Iowa,https://tile.loc.gov/storage-services/service/ndnp/iahi/batch_iahi_bettendorf_ver01/data/sn84038306/00295875574/1911080901/0054.pdf,-91.4556767,42.4853745
Payette Enterprise,12-23-1909,1,Payette,Idaho,https://tile.loc.gov/storage-services/service/ndnp/idhi/batch_idhi_everglades_ver01/data/sn89055199/00414211203/1909122301/0101.pdf,-116.7608454,44.0067583
The Wheeling Daily Intelligencer,12-30-1891,6,Wheeling,West Virginia,https://tile.loc.gov/storage-services/service/ndnp/wvu/batch_wvu_eritrea_ver01/data/sn84026844/00202193572/1891123001/0621.pdf,-80.695349,40.0750983
The Sunday Telegram,05-09-1915,4,Clarksburg,West Virginia,https://tile.loc.gov/storage-services/service/ndnp/wvu/batch_wvu_oliver_ver01/data/sn85059732/00295869926/1915050901/0049.pdf,-80.3342627,39.2788842
Condon Globe,05-31-1900,1,Condon,Oregon,https://tile.loc.gov/storage-services/service/ndnp/oru/batch_oru_neahkahnie_ver01/data/sn96088376/00295868405/1900053101/0432.pdf,-120.213809,45.2499536
The Superior Times,06-21-1902,3,Superior,Wisconsin,https://tile.loc.gov/storage-services/service/ndnp/whi/batch_whi_florence_ver01/data/sn85040344/0027176926A/1902062101/0399.pdf,-92.0822354,46.6941462
Bismarck Weekly Tribune,03-16-1900,7,Bismarck,North Dakota,https://tile.loc.gov/storage-services/service/ndnp/ndhi/batch_ndhi_bisbee_ver01/data/sn85042588/00212478313/1900031601/0891.pdf,-100.7694052,46.8142737
The Canon City Record With Which Is Consolidated The Canon City Cannon,06-12-1919,4,Canon City,Colorado,https://tile.loc.gov/storage-services/service/ndnp/cohi/batch_cohi_carr_ver02/data/sn90051333/00340585902/1919061201/0790.pdf,-105.2616573,38.4330535
Daily Tobacco Leaf-Chronicle,08-21-1890,1,Clarksville,Tennessee,https://tile.loc.gov/storage-services/service/ndnp/tu/batch_tu_kay_ver01/data/sn88061072/00296020643/1890082101/0907.pdf,-87.3414978,36.569285
