Unnamed: 0,Newspaper Title,Issue Date,Page Number,City,PDF Link
11200,The Hood River Glacier,10-21-1909,7,"Hood River, Oregon",https://tile.loc.gov/storage-services/service/ndnp/oru/batch_oru_emily_ver01/data/sn97071110/00295868910/1909102101/0261.pdf
11201,The Ogden Standard-Examiner,07-27-1922,1,"Ogden, Utah",https://tile.loc.gov/storage-services/service/ndnp/uuml/batch_uuml_kloeden_ver01/data/sn85058393/print/1922072701/0392.pdf
11202,The Milwaukee Leader,08-19-1924,14,"Milwaukee, Wisconsin",https://tile.loc.gov/storage-services/service/ndnp/whi/batch_whi_gouda_ver01/data/sn83045293/00517012828/1924081901/0426.pdf
11203,The Milwaukee Leader,01-15-1927,1,"Milwaukee, Wisconsin",https://tile.loc.gov/storage-services/service/ndnp/whi/batch_whi_havarti_ver01/data/sn83045293/00542868971/1927011501/0349.pdf
11204,The Richmond Palladium And Sun-Telegram,01-26-1921,8,"Richmond, Indiana",https://tile.loc.gov/storage-services/service/ndnp/in/batch_in_everettcase_ver01/data/sn86058226/00271745357/1921012601/0589.pdf
11205,The Glenwood Post,10-16-1924,1,"Glenwood Springs, Colorado",https://tile.loc.gov/storage-services/service/ndnp/cohi/batch_cohi_dyersville_ver01/data/sn91052064/00513680533/1924101601/1165.pdf
11206,Great Falls Daily Tribune,08-27-1920,4,"Great Falls, Montana",https://tile.loc.gov/storage-services/service/ndnp/mthi/batch_mthi_bison_ver01/data/sn84024808/00295860698/1920082701/0157.pdf
11207,Great Falls Daily Tribune,08-31-1919,28,"Great Falls, Montana",https://tile.loc.gov/storage-services/service/ndnp/mthi/batch_mthi_alderfly_ver01/data/sn84024808/00212477448/1919083101/0418.pdf
11208,The Powder River County Examiner And The Broadus Independent,03-17-1922,4,"Broadus, Montana",https://tile.loc.gov/storage-services/service/ndnp/mthi/batch_mthi_indigobunting_ver02/data/sn84036256/00295861162/1922031701/1104.pdf
11209,The Poplar Standard,07-10-1925,7,"Poplar, Montana",https://tile.loc.gov/storage-services/service/ndnp/mthi/batch_mthi_froid_ver01/data/sn86075284/00517178688/1925071001/0729.pdf
11210,The San Francisco Call,08-14-1907,9,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_indio_ver01/data/sn85066387/0017504775A/1907081401/0268.pdf
11211,The Producers News,09-07-1928,2,"Plentywood, Montana",https://tile.loc.gov/storage-services/service/ndnp/mthi/batch_mthi_juniper_ver01/data/sn85053305/00340581404/1928090701/0287.pdf
11212,The Herald,11-19-1895,6,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_ogilby_ver01/data/sn85042461/00280769642/1895111901/0262.pdf
11213,East Oregonian : E.O,08-20-1908,1,"Pendleton, Oregon",https://tile.loc.gov/storage-services/service/ndnp/oru/batch_oru_longspur_ver01/data/sn88086023/00202194631/1908082001/0894.pdf
11214,Daily Capital Journal,06-03-1910,2,"Salem, Oregon",https://tile.loc.gov/storage-services/service/ndnp/oru/batch_oru_lyonsport_ver02/data/sn99063957/00200298494/1910060301/0349.pdf
11215,Casper Daily Tribune,07-23-1924,3,"Casper, Wyoming",https://tile.loc.gov/storage-services/service/ndnp/wyu/batch_wyu_hartville_ver01/data/sn86072160/00514150497/1924072301/0269.pdf
11216,The San Francisco Call And Post,12-12-1913,4,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_grimes_ver01/data/sn86064451/00280768686/1913121202/0188.pdf
11217,The Record-Union,01-21-1896,3,"Sacramento, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_hessel_ver01/data/sn82015104/00280768698/1896012101/0142.pdf
11218,Imperial Valley Press,04-19-1923,1,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_noblefir_ver01/data/sn92070146/00414189672/1923041901/0551.pdf
11219,The Julesburg Grit-Advocate,04-07-1910,2,"Julesburg', 'Big Springs, Colorado', 'Nebraska",https://tile.loc.gov/storage-services/service/ndnp/cohi/batch_cohi_floresta_ver01/data/sn89052197/00513680922/1910040701/0571.pdf
11220,Imperial Valley Press,12-31-1929,6,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_paperflower_ver01/data/sn92070146/00414188588/1929123101/0104.pdf
11221,Arizona Silver Belt,08-29-1891,3,"Globe', 'Miami, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_blackwidow_ver01/data/sn84021913/00211105112/1891082901/0632.pdf
11222,Arizona Republican,12-09-1919,15,"Phoenix, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_kildeer_ver02/data/sn84020558/00295869847/1919120901/0419.pdf
11223,Perth Amboy Evening News,08-01-1923,2,"Perth Amboy, New Jersey",https://tile.loc.gov/storage-services/service/ndnp/njr/batch_njr_anthony_ver01/data/sn85035720/00332897123/1923080102/0347.pdf
11224,The Weekly Gazette,11-07-1930,3,"East Hartford, Connecticut",https://tile.loc.gov/storage-services/service/ndnp/ct/batch_ct_bugmeat_ver01/data/sn91066932/0051717466A/1930110701/0715.pdf
11225,Los Angeles Herald,03-17-1910,2,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_rubidoux_ver01/data/sn85042462/00175035850/1910031701/0364.pdf
11226,The San Francisco Call,07-20-1900,3,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_brea_ver01/data/sn85066387/190007201/0305.pdf
11227,Burlington Weekly Free Press,10-24-1890,3,"Burlington, Vermont",https://tile.loc.gov/storage-services/service/ndnp/vtu/batch_vtu_burlington_ver01/data/sn86072143/00280777092/1890102401/1166.pdf
11228,Springfield Weekly Republican,03-11-1898,10,"Springfield, Massachusetts",https://tile.loc.gov/storage-services/service/ndnp/mb/batch_mb_lachesis_ver01/data/sn83020847/00517171219/1898031101/0118.pdf
11229,The San Francisco Call,04-17-1910,47,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_klamath_ver01/data/sn85066387/00175046586/1910041701/0416.pdf
11230,The San Francisco Call,03-09-1912,25,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_angwin_ver02/data/sn85066387/00280768297/1912030901/0233.pdf
11231,American Falls Press,04-25-1919,7,"American Falls, Idaho",https://tile.loc.gov/storage-services/service/ndnp/idhi/batch_idhi_james_ver01/data/sn86063041/0041566610A/1919042501/0171.pdf
11232,The Alaska Daily Empire,07-22-1924,1,"Juneau, Alaska",https://tile.loc.gov/storage-services/service/ndnp/ak/batch_ak_goshawk_ver01/data/sn84020657/00393342031/1924072201/0559.pdf
11233,Douglas Daily Dispatch,02-19-1930,8,"Douglas, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_iotite_ver01/data/sn84020064/00542866408/1930021901/0008.pdf
11234,The San Francisco Call,07-22-1900,30,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_brea_ver01/data/sn85066387/190007221/0358.pdf
11235,The San Francisco Call,03-02-1913,34,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_elderwood_ver02/data/sn85066387/00280768534/1913030201/0060.pdf
11236,The Indianapolis Times,07-10-1930,1,"Indianapolis, Indiana",https://tile.loc.gov/storage-services/service/ndnp/in/batch_in_goldman_ver01/data/sn82015313/00383349278/1930071001/0121.pdf
11237,The San Francisco Call,08-10-1912,16,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_calipatria_ver03/data/sn85066387/0028076839A/1912081001/0264.pdf
11238,Imperial Valley Press,05-06-1929,1,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_paperflower_ver01/data/sn92070146/00414188564/1929050601/1379.pdf
11239,Los Angeles Herald,07-14-1892,10,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_keswick_ver01/data/sn84025968/00280769459/1892071401/0142.pdf
11240,The San Francisco Call,01-31-1909,39,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_mecca_ver01/data/sn85066387/00175047980/1909013101/0643.pdf
11241,The San Francisco Call,10-29-1906,11,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_hercules_ver01/data/sn85066387/00175047621/1906102901/0596.pdf
11242,Arizona Republican,10-26-1899,7,"Phoenix, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_elk_ver01/data/sn84020558/00202192683/1899102601/0726.pdf
11243,Arizona Republican,08-23-1899,7,"Phoenix, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_elk_ver01/data/sn84020558/00202192683/1899082301/0199.pdf
11244,Arizona Republican,06-02-1919,9,"Phoenix, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_jojoba_ver01/data/sn84020558/00202195556/1919060201/0204.pdf
11245,The Tacoma Times,01-29-1913,3,"Tacoma, Washington",https://tile.loc.gov/storage-services/service/ndnp/wa/batch_wa_elm_ver01/data/sn88085187/00211108344/1913012901/0835.pdf
11246,Daily Capital Journal,06-23-1911,5,"Salem, Oregon",https://tile.loc.gov/storage-services/service/ndnp/oru/batch_oru_auklet_ver01/data/sn99063957/00200298585/1911062301/1166.pdf
11247,Casper Daily Tribune,10-24-1924,3,"Casper, Wyoming",https://tile.loc.gov/storage-services/service/ndnp/wyu/batch_wyu_hartville_ver01/data/sn86072160/00514150503/1924102401/0268.pdf
11248,The Milwaukee Leader,10-25-1929,1,"Milwaukee, Wisconsin",https://tile.loc.gov/storage-services/service/ndnp/whi/batch_whi_italico_ver01/data/sn83045293/00542869100/1929102501/0590.pdf
11249,St. Johnsbury Caledonian,06-11-1902,2,"Saint Johnsbury, Vermont",https://tile.loc.gov/storage-services/service/ndnp/vtu/batch_vtu_enosburg_ver01/data/sn84023253/00202197073/1902061101/1030.pdf
11250,Albuquerque Morning Journal,07-06-1910,4,"Albuquerque, New Mexico",https://tile.loc.gov/storage-services/service/ndnp/nmu/batch_nmu_ibis_ver01/data/sn84031081/00296025355/1910070601/0048.pdf
11251,Washington Standard,01-01-1904,1,"Olympia, Washington",https://tile.loc.gov/storage-services/service/ndnp/wa/batch_wa_kittitas_ver01/data/sn84022770/00200291153/1904010101/0612.pdf
11252,Evening Star,05-16-1925,27,"Washington, District Of Columbia",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_dorsey_ver02/data/sn83045462/00280657608/1925051601/0138.pdf
11253,Evening Star,03-02-1930,73,"Washington, District Of Columbia",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_noone_ver01/data/sn83045462/00280600271/1930030201/0588.pdf
11254,The Washington Times,06-18-1911,17,"Washington, District Of Columbia",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_hawaiian_ver01/data/sn84026749/00294557635/1911061801/0542.pdf
11255,The San Francisco Call,04-18-1901,7,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_brea_ver01/data/sn85066387/190104181/0251.pdf
11256,The San Francisco Call,09-05-1909,27,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_needles_ver01/data/sn85066387/00175046495/1909090501/0101.pdf
11257,Los Angeles Herald,01-11-1910,5,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_rubidoux_ver01/data/sn85042462/00175035837/1910011101/0261.pdf
11258,The Daily Alaska Empire,06-11-1929,1,"Juneau, Alaska",https://tile.loc.gov/storage-services/service/ndnp/ak/batch_ak_bowheadwhale_ver01/data/sn83045499/00514159543/1929061101/0287.pdf
11259,The Topeka State Journal,02-17-1920,8,"Topeka, Kansas",https://tile.loc.gov/storage-services/service/ndnp/khi/batch_khi_arbuckle_ver02/data/sn82016014/00212474186/1920021701/0467.pdf
11260,The Indianapolis Times,01-24-1924,1,"Indianapolis, Indiana",https://tile.loc.gov/storage-services/service/ndnp/in/batch_in_darrow_ver03/data/sn82015313/00383348754/1924012401/0245.pdf
11261,Imperial Valley Press,09-23-1913,5,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_mesquite_ver02/data/sn92070146/0041418943A/1913092301/0660.pdf
11262,The San Francisco Call,08-19-1900,31,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_brea_ver01/data/sn85066387/190008191/0292.pdf
11263,The San Francisco Call,08-23-1912,8,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_calipatria_ver03/data/sn85066387/00280768406/1912082301/0212.pdf
11264,The San Francisco Call And Post,12-23-1913,2,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_grimes_ver01/data/sn86064451/00280768686/1913122301/0382.pdf
11265,Imperial Valley Press,11-14-1913,7,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_mesquite_ver02/data/sn92070146/00414189441/1913111401/0229.pdf
11266,Imperial Valley Press,09-01-1913,3,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_mesquite_ver02/data/sn92070146/0041418943A/1913090101/0559.pdf
11267,Imperial Valley Press,05-24-1923,2,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_noblefir_ver01/data/sn92070146/00414189672/1923052401/0762.pdf
11268,South Bend News-Times,03-22-1930,2,"South Bend, Indiana",https://tile.loc.gov/storage-services/service/ndnp/in/batch_in_ilia_ver01/data/sn87055779/00271740487/1930032201/0553.pdf
11269,Imperial Valley Press,06-25-1920,6,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_noblefir_ver01/data/sn92070146/00414189635/1920062501/0192.pdf
11270,The Pensacola Journal,11-20-1912,9,"Pensacola, Florida",https://tile.loc.gov/storage-services/service/ndnp/fu/batch_fu_flavet_ver01/data/sn87062268/00415662920/1912112001/0219.pdf
11271,The Daily Ardmoreite,08-23-1907,5,"Ardmore, Oklahoma",https://tile.loc.gov/storage-services/service/ndnp/okhi/batch_okhi_leflore_ver01/data/sn85042303/0023728446A/1907082301/0167.pdf
11272,The Daily Ardmoreite,09-05-1918,8,"Ardmore, Oklahoma",https://tile.loc.gov/storage-services/service/ndnp/okhi/batch_okhi_geronimo_ver01/data/sn85042303/00200296862/1918090501/0033.pdf
11273,The Watchman And Southron,12-30-1914,6,"Sumter, South Carolina",https://tile.loc.gov/storage-services/service/ndnp/scu/batch_scu_felicitylane_ver01/data/sn93067846/00294551098/1914123001/0512.pdf
11274,The Punta Gorda Herald,07-02-1908,5,"Punta Gorda, Florida",https://tile.loc.gov/storage-services/service/ndnp/fu/batch_fu_four_ver02/data/sn95047324/00100479187/1908070201/0628.pdf
11275,The Paducah Evening Sun,10-01-1910,1,"Paducah, Kentucky",https://tile.loc.gov/storage-services/service/ndnp/kyu/batch_kyu_nirvana_ver01/data/sn85052114/00100481819/1910100101/0625.pdf
11276,El Paso Herald,05-19-1920,14,"El Paso, Texas",https://tile.loc.gov/storage-services/service/ndnp/txdn/batch_txdn_fiji_ver01/data/sn88084272/00294553484/1920051901/0212.pdf
11277,The San Francisco Call,08-07-1898,10,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_ahwahnee_ver01/data/sn85066387/00175037743/1898080701/0088.pdf
11278,The San Francisco Call,02-17-1900,8,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_albion_ver01/data/sn85066387/190002171/0238.pdf
11279,Sacramento Daily Record-Union,06-10-1890,4,"Sacramento, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_mojave_ver01/data/sn82014381/00175036623/1890061001/0405.pdf
11280,Tombstone Epitaph,11-12-1916,8,"Tombstone, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_eagle_ver01/data/sn95060905/00211106542/1916111201/0447.pdf
11281,Tombstone Epitaph,06-03-1900,2,"Tombstone, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_eagle_ver01/data/sn95060905/00211106505/1900060301/0088.pdf
11282,Gunnison News-Champion,02-08-1924,4,"Gunnison, Colorado",https://tile.loc.gov/storage-services/service/ndnp/cohi/batch_cohi_gothic_ver01/data/sn86066890/00513680740/1924020801/0886.pdf
11283,The Indianapolis Times,01-07-1927,10,"Indianapolis, Indiana",https://tile.loc.gov/storage-services/service/ndnp/in/batch_in_ellis_ver01/data/sn82015313/00383348973/1927010701/0080.pdf
11284,Imperial Valley Press,02-18-1925,3,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_ocotillo_ver01/data/sn92070146/00414188503/1925021801/0437.pdf
11285,The Minneapolis Journal,05-08-1906,16,"Minneapolis, Minnesota",https://tile.loc.gov/storage-services/service/ndnp/mnhi/batch_mnhi_calumet_ver01/data/sn83045366/0020653834A/1906050801/0191.pdf
11286,The Monmouth Inquirer,02-13-1896,6,"Freehold, New Jersey",https://tile.loc.gov/storage-services/service/ndnp/njr/batch_njr_eggharbor_ver01/data/sn83032307/00513685348/1896021301/0463.pdf
11287,Jerome News,04-08-1911,1,"Jerome, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_anthillgarnet_ver04/data/sn96060501/00517018636/1911040801/0253.pdf
11288,Paris Express,07-24-1924,6,"Paris, Arkansas",https://tile.loc.gov/storage-services/service/ndnp/arhi/batch_arhi_biotite_ver01/data/sn89051220/00513688568/1924072401/0578.pdf
11289,The Herald,11-04-1894,17,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_ogilby_ver01/data/sn85042461/00280769587/1894110401/0055.pdf
11290,Askov American,12-29-1927,7,"Askov, Minnesota",https://tile.loc.gov/storage-services/service/ndnp/mnhi/batch_mnhi_judo_ver02/data/sn89064914/00393341427/1927122901/0524.pdf
11291,The Minneapolis Journal,02-14-1901,2,"Minneapolis, Minnesota",https://tile.loc.gov/storage-services/service/ndnp/mnhi/batch_mnhi_richfield_ver01/data/sn83045366/00206533882/1901021401/0184.pdf
